areaCode,areaName,areaType,date,hospitalCases
N92000002,Northern Ireland,nation,2021-12-25,443
N92000002,Northern Ireland,nation,2021-12-24,432
N92000002,Northern Ireland,nation,2021-12-23,431
N92000002,Northern Ireland,nation,2021-12-22,438
N92000002,Northern Ireland,nation,2021-12-21,431
N92000002,Northern Ireland,nation,2021-12-20,428
N92000002,Northern Ireland,nation,2021-12-19,445
N92000002,Northern Ireland,nation,2021-12-18,435
N92000002,Northern Ireland,nation,2021-12-17,437
N92000002,Northern Ireland,nation,2021-12-16,448
N92000002,Northern Ireland,nation,2021-12-15,444
N92000002,Northern Ireland,nation,2021-12-14,440
N92000002,Northern Ireland,nation,2021-12-13,456
N92000002,Northern Ireland,nation,2021-12-12,455
N92000002,Northern Ireland,nation,2021-12-11,445
N92000002,Northern Ireland,nation,2021-12-10,432
N92000002,Northern Ireland,nation,2021-12-09,443
N92000002,Northern Ireland,nation,2021-12-08,461
N92000002,Northern Ireland,nation,2021-12-07,463
N92000002,Northern Ireland,nation,2021-12-06,466
N92000002,Northern Ireland,nation,2021-12-05,462
N92000002,Northern Ireland,nation,2021-12-04,444
N92000002,Northern Ireland,nation,2021-12-03,439
N92000002,Northern Ireland,nation,2021-12-02,443
N92000002,Northern Ireland,nation,2021-12-01,434
N92000002,Northern Ireland,nation,2021-11-30,444
N92000002,Northern Ireland,nation,2021-11-29,445
N92000002,Northern Ireland,nation,2021-11-28,458
N92000002,Northern Ireland,nation,2021-11-27,444
N92000002,Northern Ireland,nation,2021-11-26,451
N92000002,Northern Ireland,nation,2021-11-25,464
N92000002,Northern Ireland,nation,2021-11-24,490
N92000002,Northern Ireland,nation,2021-11-23,495
N92000002,Northern Ireland,nation,2021-11-22,499
N92000002,Northern Ireland,nation,2021-11-21,507
N92000002,Northern Ireland,nation,2021-11-20,497
N92000002,Northern Ireland,nation,2021-11-19,495
N92000002,Northern Ireland,nation,2021-11-18,509
N92000002,Northern Ireland,nation,2021-11-17,522
N92000002,Northern Ireland,nation,2021-11-16,530
N92000002,Northern Ireland,nation,2021-11-15,543
N92000002,Northern Ireland,nation,2021-11-14,563
N92000002,Northern Ireland,nation,2021-11-13,552
N92000002,Northern Ireland,nation,2021-11-12,536
N92000002,Northern Ireland,nation,2021-11-11,532
N92000002,Northern Ireland,nation,2021-11-10,547
N92000002,Northern Ireland,nation,2021-11-09,544
N92000002,Northern Ireland,nation,2021-11-08,541
N92000002,Northern Ireland,nation,2021-11-07,550
N92000002,Northern Ireland,nation,2021-11-06,543
N92000002,Northern Ireland,nation,2021-11-05,544
N92000002,Northern Ireland,nation,2021-11-04,543
N92000002,Northern Ireland,nation,2021-11-03,536
N92000002,Northern Ireland,nation,2021-11-02,546
N92000002,Northern Ireland,nation,2021-11-01,552
N92000002,Northern Ireland,nation,2021-10-31,557
N92000002,Northern Ireland,nation,2021-10-30,549
N92000002,Northern Ireland,nation,2021-10-29,528
N92000002,Northern Ireland,nation,2021-10-28,523
N92000002,Northern Ireland,nation,2021-10-27,517
N92000002,Northern Ireland,nation,2021-10-26,517
N92000002,Northern Ireland,nation,2021-10-25,521
N92000002,Northern Ireland,nation,2021-10-24,512
N92000002,Northern Ireland,nation,2021-10-23,491
N92000002,Northern Ireland,nation,2021-10-22,484
N92000002,Northern Ireland,nation,2021-10-21,503
N92000002,Northern Ireland,nation,2021-10-20,503
N92000002,Northern Ireland,nation,2021-10-19,496
N92000002,Northern Ireland,nation,2021-10-18,498
N92000002,Northern Ireland,nation,2021-10-17,487
N92000002,Northern Ireland,nation,2021-10-16,464
N92000002,Northern Ireland,nation,2021-10-15,465
N92000002,Northern Ireland,nation,2021-10-14,465
N92000002,Northern Ireland,nation,2021-10-13,467
N92000002,Northern Ireland,nation,2021-10-12,466
N92000002,Northern Ireland,nation,2021-10-11,465
N92000002,Northern Ireland,nation,2021-10-10,457
N92000002,Northern Ireland,nation,2021-10-09,450
N92000002,Northern Ireland,nation,2021-10-08,437
N92000002,Northern Ireland,nation,2021-10-07,448
N92000002,Northern Ireland,nation,2021-10-06,443
N92000002,Northern Ireland,nation,2021-10-05,442
N92000002,Northern Ireland,nation,2021-10-04,440
N92000002,Northern Ireland,nation,2021-10-03,437
N92000002,Northern Ireland,nation,2021-10-02,425
N92000002,Northern Ireland,nation,2021-10-01,422
N92000002,Northern Ireland,nation,2021-09-30,432
N92000002,Northern Ireland,nation,2021-09-29,436
N92000002,Northern Ireland,nation,2021-09-28,438
N92000002,Northern Ireland,nation,2021-09-27,447
N92000002,Northern Ireland,nation,2021-09-26,449
N92000002,Northern Ireland,nation,2021-09-25,438
N92000002,Northern Ireland,nation,2021-09-24,430
N92000002,Northern Ireland,nation,2021-09-23,447
N92000002,Northern Ireland,nation,2021-09-22,466
N92000002,Northern Ireland,nation,2021-09-21,481
N92000002,Northern Ireland,nation,2021-09-20,477
N92000002,Northern Ireland,nation,2021-09-19,486
N92000002,Northern Ireland,nation,2021-09-18,477
N92000002,Northern Ireland,nation,2021-09-17,474
N92000002,Northern Ireland,nation,2021-09-16,493
N92000002,Northern Ireland,nation,2021-09-15,510
N92000002,Northern Ireland,nation,2021-09-14,503
